folder	pair_index	stage	job_id	gen	out
mask	0	utmosv2	11104618_14	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/mask/mask_inf/model.masking.a:1/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/mask/mask_inf/model.masking.a:1/test/metrics
one-shot	0	wer	11104616_15	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/one-shot/one-shot_inf/model.masking.a:0.2/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/one-shot/one-shot_inf/model.masking.a:0.2/test/metrics
one-shot	0	utmosv2	11104618_15	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/one-shot/one-shot_inf/model.masking.a:0.2/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/one-shot/one-shot_inf/model.masking.a:0.2/test/metrics
product	0	wer	11104616_16	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/product/product_inf/model.masking.a:0.2/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/product/product_inf/model.masking.a:0.2/test/metrics
product	0	utmosv2	11104618_16	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/product/product_inf/model.masking.a:0.2/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/product/product_inf/model.masking.a:0.2/test/metrics
product	1	wer	11104616_17	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/product/product_inf/model.masking.a:0.4/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/product/product_inf/model.masking.a:0.4/test/metrics
product	1	utmosv2	11104618_17	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/product/product_inf/model.masking.a:0.4/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/product/product_inf/model.masking.a:0.4/test/metrics
product	2	wer	11104616_18	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/product/product_inf/model.masking.a:0.6/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/product/product_inf/model.masking.a:0.6/test/metrics
product	2	utmosv2	11104618_18	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/product/product_inf/model.masking.a:0.6/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/product/product_inf/model.masking.a:0.6/test/metrics
score	0	wer	11104616_19	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:1.0/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:1.0/test/metrics
score	0	utmosv2	11104618_19	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:1.0/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:1.0/test/metrics
score	1	wer	11104616_20	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.8/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.8/test/metrics
score	1	utmosv2	11104618_20	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.8/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.8/test/metrics
score	2	wer	11104616_21	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.6/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.6/test/metrics
score	2	utmosv2	11104618_21	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.6/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.6/test/metrics
score	3	wer	11104616_22	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.4/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.4/test/metrics
score	3	utmosv2	11104618_22	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.4/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.4/test/metrics
score	4	wer	11104616_23	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.2/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.2/test/metrics
score	4	utmosv2	11104618_23	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.2/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/score/score_inf/model.masking.a:0.2/test/metrics
scoreDT	0	wer	11104616_24	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:1.0/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:1.0/test/metrics
scoreDT	0	utmosv2	11104618_24	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:1.0/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:1.0/test/metrics
scoreDT	1	wer	11104616_25	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.8/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.8/test/metrics
scoreDT	1	utmosv2	11104618_25	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.8/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.8/test/metrics
scoreDT	2	wer	11104616_26	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.6/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.6/test/metrics
scoreDT	2	utmosv2	11104618_26	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.6/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.6/test/metrics
scoreDT	3	wer	11104616_27	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.4/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.4/test/metrics
scoreDT	3	utmosv2	11104618_27	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.4/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.4/test/metrics
scoreDT	4	wer	11104616_28	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.2/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.2/test/metrics
scoreDT	4	utmosv2	11104618_28	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.2/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scoreDT/scoreDT_inf/model.masking.a:0.2/test/metrics
scorex0	0	wer	11104616_29	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:1.0/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:1.0/test/metrics
scorex0	0	utmosv2	11104618_29	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:1.0/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:1.0/test/metrics
scorex0	1	wer	11104616_30	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.8/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.8/test/metrics
scorex0	1	utmosv2	11104618_30	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.8/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.8/test/metrics
scorex0	2	wer	11104616_31	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.6/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.6/test/metrics
scorex0	2	utmosv2	11104618_31	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.6/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.6/test/metrics
scorex0	3	wer	11104616_32	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.4/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.4/test/metrics
scorex0	3	utmosv2	11104618_32	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.4/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.4/test/metrics
scorex0	4	wer	11104616_33	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.2/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.2/test/metrics
scorex0	4	utmosv2	11104618_33	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.2/test/converted/Epoch_595	/mnt/parscratch/users/acp23xt/private/DTDM_Unet/scorex0/scorex0_inf/model.masking.a:0.2/test/metrics
